STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN
USR0000CWAL,WALKER PASS CALIFORNIA,35.6647,-118.0569,1698.3,2015,1372,,,19,,,,102,2775,,,60.0,72.7,47.2
USR0000CWAK,WALKER CALIFORNIA,38.5653,-119.4592,1658.1,2015,948,,,8,,,,95,3990,,,55.5,67.0,44.0
USC00045378,MARTINEZ WATER PLANT,38.0131,-122.1142,12.2,2015,788,,,24,,,0.95,104,2376,7.87,,60.6,74.7,46.6
USR0000CWAR,WARM SPRINGS CALIFORNIA,34.5958,-118.5786,1502.7,2015,1607,,,13,,,,100,2281,,,62.7,72.2,53.1
USW00053119,HANFORD MUNICIPAL AIRPORT,36.31889,-119.62889,75.9,2015,2288,0,0,26,0,0.0,0.70,108,1750,4.89,0.0,65.5,79.8,51.3
USC00040931,BOCA,39.3886,-120.0936,1699.3,2015,56,47,12,-10,12,11.0,1.99,93,6474,24.61,61.5,45.9,64.9,26.9
USR0000CLKL,LOWER KLAMATH CALIFORNIA,41.9992,-121.7003,1249.1,2015,197,,,-6,,,,99,5518,,,49.2,64.5,33.9
USW00053120,RAMONA AIRPORT,33.0375,-116.91583,424.6,2015,1177,0,,24,0,,1.29,103,1785,12.04,,62.7,78.1,47.3
USW00053121,OCEANSIDE MUNICIPAL AIRPORT,33.21944,-117.34944,8.5,2015,1029,0,,26,0,,1.14,99,1260,7.09,,63.7,74.7,52.7
USC00044297,IRON MOUNTAIN,34.1472,-115.1219,281.0,2015,4823,,,27,,,0.42,117,633,2.54,,76.2,88.5,63.9
USC00047326,REDONDO BEACH,33.8342,-118.3759,43.3,2015,954,,,35,,,0.80,97,914,6.21,,64.7,73.1,56.2
US1CARV0020,NORCO 2.3 SE,33.9059,-117.5178,332.5,2015,,,,,,,1.55,,,7.27,,,,
USC00049742,WINTERS,38.5252,-121.9777,41.1,2015,1791,,,25,,,2.94,110,1707,9.91,,64.5,78.7,50.4
USR0000CHAS,HASTINGS CALIFORNIA,36.3886,-121.5517,574.5,2015,828,,,28,,,,99,2165,,,60.5,72.3,48.7
USR0000CHAY,HAYFORK CALIFORNIA,40.55,-123.165,708.1,2015,650,,,11,,,,107,3701,,,55.7,73.0,38.4
USR0000CHAW,HAWKEYE CALIFORNIA,38.7817,-122.9169,609.6,2015,931,,,33,,,,97,2296,,,60.8,69.0,52.6
USR0000CLIN,LINCOLN CALIFORNIA,38.8825,-121.2683,61.0,2015,1806,,,23,,,,107,1967,,,63.7,77.9,49.5
USR0000CRUT,RUTH CALIFORNIA,40.2506,-123.3158,832.7,2015,534,,,13,,,,106,3490,,,56.0,73.9,38.1
USR0000CJER,JERSEYDALE CALIFORNIA,37.5436,-119.8386,1188.7,2015,1517,,,18,,,,103,2670,,,60.9,73.4,48.3
USC00047339,REDWOOD CITY,37.4767,-122.2386,9.4,2015,719,,,28,,,1.07,101,1779,6.17,,61.3,72.6,50.0
US1CARV0018,BEAUMONT 2.5 NW,33.9543,-117.012,771.8,2015,,,,,,,1.02,,,10.76,,,,
USC00040943,BODIE CALIFORNIA STATE HISTORIC PARK,38.2119,-119.0142,2551.2,2015,13,48,25,-19,12,12.0,1.67,85,,14.63,76.7,39.9,57.7,22.2
USR0000CPRD,PANOCHE ROAD CALIFORNIA,36.7269,-120.7658,619.4,2015,2053,,,32,,,,99,1777,,,64.9,72.1,57.8
US1CARV0015,NORCO 1.2 S,33.908,-117.548,201.5,2015,,,,,,,1.45,,,6.78,,,,
USC00046006,MOUNT WILSON CBS,34.2308,-118.0711,1740.4,2015,981,,,22,,,3.34,93,2750,22.15,,59.3,69.7,48.9
